,Antonyms,Term,Synonyms
1456,"['lot', 'entirety', 'whole']",grain,"['cereal', 'corn', 'fiber', 'dot', 'pellet', 'stone', 'berry', 'grain', 'kernel', 'bean', 'chunk', 'dose', 'fragment', 'item', 'part', 'portion', 'sample', 'shard', 'slice', 'sliver', 'snippet', 'taste', 'trace']"
1457,[''],cnx,['']
1458,[''],magnetron,['']
1459,"['dehydrate', 'dirty', 'dry', 'misunderstand', 'gather', 'collect', 'thicken', 'strengthen', 'help', 'please', 'order', 'compose', 'inspirit', 'encourage', 'assist', 'aid', 'soothe', 'comfort', 'calm', 'organize', 'hearten', 'raise', 'cheer', 'increase', 'delight', 'support', 'push', 'promote', 'forward', 'allow', 'advance', 'incite', 'permit', 'facilitate', 'urge', 'stimulate', 'praise']",damping,"['absorb', 'bathe', 'dip', 'drink', 'drown', 'flood', 'immerse', 'marinate', 'moisten', 'penetrate', 'saturate', 'soften', 'steep', 'submerge', 'wash', 'drench', 'suffuse', 'permeate', 'soak', 'infuse', 'imbue', 'ingrain', 'sprinkle', 'dilute', 'inundate', 'irrigate', 'spray', 'thin', 'wet', 'hose', 'dampen', 'damp', 'splash', 'douse', 'rinse', 'impair', 'desensitize', 'discourage', 'dishearten', 'unsettle', 'dispirit', 'upset', 'disorganize', 'disturb', 'cripple', 'deject', 'daunt', 'debilitate', 'embarrass', 'disconcert', 'sap', 'undermine', 'weaken', 'dismay', 'slow', 'sadden', 'bother', 'afflict', 'reduce', 'lower', 'trouble', 'dull', 'hinder', 'prevent', 'avert', 'prohibit', 'intimidate', 'frighten', 'preclude', 'stop', 'impede', 'forestall', 'dissuade', 'restrain', 'obstruct', 'scare', 'block', 'humble', 'deter', 'demoralize', 'humiliate']"
1460,['continue'],sputtering,"['spit', 'stammer', 'stumble', 'falter', 'stutter']"
1461,[''],cucnx,['']
1462,[''],cu,['']
1463,"['help', 'niceness', 'kindness', 'peace', 'pleasure', 'ease', 'weakness', 'calmness', 'calm', 'happiness', 'inaccuracy']",hardness,"['firmness', 'sharpness', 'rigor', 'flexibility', 'texture', 'durability', 'hardness', 'inflexibility', 'toughness', 'abuse', 'brutality', 'coercion', 'cruelty', 'despotism', 'dictatorship', 'domination', 'injustice', 'maltreatment', 'persecution', 'suffering', 'harshness', 'accuracy', 'austerity', 'difficulty', 'hardship', 'ordeal', 'precision', 'rigidity', 'tenacity', 'tribulation', 'vicissitude']"
1464,"['break', 'demolish', 'destroy', 'divide', 'ruin', 'separate']",machining,"['assemble', 'complete', 'construct', 'create', 'fabricate', 'mass-produce', 'synthesize']"
1465,[''],indentation,"['angle', 'hole', 'incision', 'indentation', 'cavern']"
1466,"['quiet', 'sense']",chatter,"['babble', 'blather', 'chat', 'chitchat', 'gossip', 'cackle', 'drivel', 'gibberish', 'jargon', 'blubber', 'burble', 'mumble', 'murmur', 'mutter', 'divulge', 'chatter', 'nonsense']"
1467,"['ease', 'comfort', 'health', 'peace', 'pleasure', 'weakness', 'calmness', 'calm', 'happiness', 'inaccuracy']",stiffness,"['rigidity', 'rigor', 'ache', 'constipation', 'contraction', 'convulsion', 'pain', 'stiffness', 'twinge', 'accuracy', 'austerity', 'difficulty', 'firmness', 'hardship', 'harshness', 'ordeal', 'precision', 'tenacity', 'tribulation', 'vicissitude']"
1468,[''],coatings,"['blanket', 'coat', 'crust', 'glaze', 'layer', 'membrane', 'patina', 'sheet', 'skin', 'varnish', 'veneer', 'carpet', 'cloak', 'coating', 'comforter', 'mat', 'quilt', 'rug', 'canvas', 'cap', 'dress', 'envelope', 'front', 'jacket', 'lid', 'mask', 'roof', 'screen', 'tent', 'top', 'umbrella', 'lacquer', 'stain', 'bag', 'box', 'casing', 'container', 'pocket', 'pouch']"
1469,[''],ovsienko,['']
1470,[''],ferromagnetic,['']
1471,"['humble', 'servile', 'democratic', 'voluntary', 'mild', 'gentle', 'kind']",coercive,"['bullying', 'violent', 'fascinating', 'arrogant', 'autocratic', 'bossy', 'dictatorial', 'imperious', 'overbearing', 'tyrannical', 'compelled', 'contrived', 'enforced', 'involuntary', 'mandatory', 'unwilling', 'coercive', 'compulsory', 'forceful', 'cruel', 'harsh', 'oppressive']"
1472,[''],prylutskyy,['']
1473,[''],nanoclusters,['']
1474,[''],paramagnetic,['']
1475,[''],zfc,['']
1476,[''],magnetization,['']
1477,"['exterior', 'exteriority', 'outside', 'fact', 'trivia', 'auxiliary', 'reality']",core,"['basis', 'body', 'crux', 'essence', 'focus', 'foundation', 'heart', 'importance', 'nucleus', 'origin', 'root', 'substance', 'thrust', 'burden', 'import', 'result', 'value', 'infrastructure', 'source', 'assumption', 'base', 'essential', 'evidence', 'explanation', 'footing', 'fundamental', 'justification', 'premise', 'principle', 'proof', 'reason', 'security', 'support', 'theory', 'material']"
1478,[''],birnessite,['']
1479,"['unbent', 'untwisted', 'straight', 'reasonable', 'moderate', 'steady', 'smooth', 'even', 'balanced', 'stable', 'level']",asymmetric,"['curved', 'curving', 'devious', 'errant', 'gnarled', 'meandering', 'serpentine', 'sinuous', 'twisted', 'twisting', 'winding', 'excessive', 'inordinate', 'superfluous', 'unequal', 'unreasonable', 'irregular', 'lopsided', 'top-heavy', 'uneven', 'unstable', 'unsteady', 'wobbly']"
1480,[''],fasc,['']
1481,[''],fascs,['']
1482,[''],uea,['']
1483,[''],macau,['']
1484,"['firm', 'rigid', 'stiff', 'inflexible']",flexible,"['malleable', 'soft', 'compliant', 'flexible', 'resilient', 'versatile', 'all-around', 'multifaceted', 'well-rounded']"
1485,[''],gcs,['']
1486,[''],nanosheets,['']
1487,[''],paak,['']
1488,[''],gcm,['']
1489,[''],pdda,['']
1490,[''],kg,['']
1491,[''],wh,['']
1492,"['dullness', 'lethargy', 'whole', 'disrespect', 'dishonor', 'lack', 'unemployment']",degree,"['amount', 'extent', 'grade', 'intensity', 'point', 'quality', 'rate', 'scale', 'scope', 'severity', 'size', 'standard', 'strength', 'term', 'sort', 'status', 'level', 'credit', 'magnitude', 'qualification', 'position', 'honor', 'class', 'stratum', 'circle', 'club', 'company', 'degree', 'family', 'league', 'place', 'transaction']"
1493,"['straighten', 'untwist']",spinning,"['reel', 'revolve', 'rotate', 'spiral', 'swim', 'turn', 'twirl', 'twist', 'whirl', 'performing', 'running', 'orbiting', 'spinning', 'swirling', 'whirling']"
1494,"['abnormal', 'extraordinary', 'irregular', 'uncommon', 'unusual', 'bad', 'unrespectable', 'poor', 'inadequate', 'intolerable', 'insufficient', 'unsuitable', 'inferior', 'unreasonable', 'disagreeable', 'unfit', 'incompetent', 'unsatisfactory', 'unacceptable']",average,"['mediocre', 'moderate', 'ordinary', 'regular', 'median', 'standard', 'adequate', 'common', 'decent', 'fair', 'respectable', 'sufficient', 'tolerable', 'okay', 'quintessential', 'stereotypical', 'acceptable', 'comfortable', 'competent', 'good', 'reasonable', 'satisfactory']"
1495,[''],sheath,"['covering', 'coat', 'shield', 'carpet', 'cloak', 'coating', 'comforter', 'layer', 'mat', 'quilt', 'rug', 'sheet', 'skin', 'wrapper', 'contraceptive']"
1496,[''],μm,['']
1497,[''],stabilised,['']
1498,"['unimportance', 'whole', 'extreme', 'insignificance']",diameter,"['width', 'quality', 'breadth', 'diameter', 'dimension', 'duration', 'height', 'limit', 'magnitude', 'mileage', 'period', 'piece', 'portion', 'quantity', 'radius', 'range', 'section', 'segment', 'space', 'span', 'stretch', 'term', 'amount', 'capacity', 'content', 'extent', 'intensity', 'length', 'proportion', 'scope', 'stature', 'volume']"
1499,"['disapproved', 'uncommon', 'irregular', 'different', 'unpopular', 'unusual', 'abnormal', 'inferior']",preferred,"['approved', 'favored', 'acknowledged', 'authorized', 'confirmed', 'conventional', 'customary', 'endorsed', 'established', 'fashionable', 'popular', 'preferred', 'received', 'recognized', 'sanctioned', 'time-honored', 'universal', 'welcomed', 'exceptional', 'improved', 'superior', 'excellent', 'prime']"
1500,[''],stabilisation,['']
1501,"['straighten', 'untwist']",spun,"['reel', 'revolve', 'rotate', 'spiral', 'swim', 'turn', 'twirl', 'twist', 'whirl']"
1502,[''],carbonised,['']
1503,[''],polyiodine,['']
1504,[''],tsukada,['']
1505,[''],bombyx,['']
1506,[''],japanese,['']
1507,[''],multi,['']
1508,[''],koho,['']
1509,[''],tokkyo,['']
1510,"['bills', 'debt', 'payment', 'keep', 'hold', 'lose', 'take', 'withstand', 'refuse', 'deny', 'withhold', 'fight', 'defend', 'win', 'disagree', 'decline', 'dissent', 'contradict', 'repudiate', 'dispute', 'reject', 'allow', 'go', 'advance', 'maintain', 'start', 'begin', 'continue', 'stay', 'come', 'persevere', 'remain', 'stop']",yield,"['crop', 'earnings', 'harvest', 'income', 'output', 'profit', 'return', 'revenue', 'turnout', 'supply', 'earn', 'offer', 'provide', 'pay', 'give', 'allow', 'generate', 'buy', 'leave', 'bow', 'succumb', 'capitulate', 'accept', 'concede', 'fail', 'surrender', 'agree', 'desert', 'discard', 'discontinue', 'quit', 'stop', 'vacate', 'withdraw', 'forgo', 'relinquish', 'renounce', 'acquiesce', 'afford', 'help', 'serve', 'sustain']"
1511,"['stop', 'inactivity', 'inaction', 'idleness', 'retrogression', 'retreat', 'decline', 'loss', 'diminishment', 'stoppage', 'decrease']",step,"['stride', 'point', 'advance', 'means', 'process', 'measure', 'start', 'act', 'phase', 'procedure', 'stage', 'stair', 'tread', 'dance', 'skip', 'tiptoe', 'walk', 'action', 'deed', 'move', 'operation', 'performance', 'step', 'thing', 'effort', 'exercise', 'maneuver', 'advancement', 'boost', 'breakthrough', 'development', 'gain', 'growth', 'increase', 'progress', 'rise']"
1512,[''],sf,"['sci-fi', 'SF']"
1513,"['gentle', 'nice', 'polished', 'polite', 'refined', 'smooth', 'sophisticated', 'unnatural']",untreated,"['basic', 'coarse', 'crude', 'fresh', 'natural', 'organic', 'rough', 'uncooked', 'undercooked', 'unprocessed', 'untreated']"
1514,[''],iodine,['']
1515,[''],magoshi,['']
1516,[''],iodinated,['']
1517,"['dull', 'strong', 'rough', 'harsh', 'poor', 'healthy']",silk,"['fiber', 'taffeta', 'thread', 'tulle', 'handkerchief', 'delicate', 'glossy', 'luxurious', 'plush', 'satiny', 'silken', 'sleek', 'soft', 'velvety', 'cord', 'cotton', 'filament', 'silk', 'strand', 'string', 'wire', 'wool', 'yarn']"
1518,[''],fibroin,['']
1519,"['disorganization', 'confuse', 'neglect', 'break', 'ruin', 'destroy', 'refuse', 'deny', 'ignore', 'hatred', 'hate', 'dislike', 'waver', 'hesitate', 'disorganize', 'disorder']",design,"['architecture', 'arrangement', 'composition', 'construction', 'drawing', 'form', 'idea', 'layout', 'map', 'method', 'model', 'pattern', 'picture', 'plan', 'scheme', 'study', 'style', 'motif', 'shape', 'device', 'portrait', 'configuration', 'painting', 'story', 'setup', 'recipe', 'project', 'fashion', 'devise', 'create', 'describe', 'invent', 'perform', 'produce', 'draft', 'construct', 'arrange', 'compose', 'prepare', 'propose', 'make', 'aim', 'tailor', 'ambition', 'aspiration', 'desire', 'direction', 'intent', 'intention', 'objective', 'purpose', 'target', 'wish', 'address', 'design', 'direct', 'focus', 'intend', 'mean', 'try', 'want', 'decide', 'determine', 'establish', 'manage', 'negotiate', 'organize', 'promote', 'provide', 'resolve', 'schedule']"
1520,[''],ce,['']
1521,[''],situ,['']
1522,[''],electroactive,['']
1523,[''],lib,['']
1524,[''],yoshio,['']
1525,[''],battery,"['assault', 'artillery', 'battalion', 'command', 'company', 'corps', 'infantry', 'squad', 'troops', 'battery', 'cannon', 'ordnance', 'blast', 'bombardment', 'fusillade', 'gunfire', 'hail', 'salvo', 'shelling', 'shower', 'storm', 'volley', 'clotting', 'clump', 'lump']"
1526,[''],cyclability,['']
1527,['adult'],urchin,"['rascal', 'adolescent', 'baby', 'infant', 'juvenile', 'kid', 'minor', 'offspring', 'teenager', 'toddler', 'youngster', 'youth']"
1528,[''],ng,['']
1529,[''],photophysical,['']
1530,[''],trans,['']
1531,[''],sidewall,['']
1532,[''],polymers,['']
1533,"['uncorrupt', 'pure', 'noble', 'good', 'virtuous', 'moral', 'increase']",decaying,"['collapsing', 'crumbling', 'deteriorating', 'decaying', 'depraved', 'immoral', 'decay', 'worsening', 'decline', 'degradation', 'depreciation', 'devaluation', 'disintegration', 'dislocation', 'downturn', 'slump']"
1534,"['ignorant', 'impassive', 'indifferent', 'insensitive', 'merciless', 'senseless', 'unaware', 'unconscious', 'unfeeling', 'unfriendly', 'unsusceptible', 'strong', 'calm', 'loose', 'imprecise', 'unresponsive', 'laid-back']",reactive,"['active', 'aware', 'compassionate', 'conscious', 'receptive', 'sensible', 'sensitive', 'susceptible', 'sympathetic', 'tricky', 'precise', 'tense', 'keen', 'nervous', 'touchy', 'perceptive', 'unstable', 'delicate', 'responsive', 'emotional', 'hypersensitive', 'reactive']"
1535,[''],isomerization,['']
1536,[''],nm,['']
1537,[''],isomer,['']
1538,"['unbent', 'untwisted', 'straight', 'moderate', 'calm', 'reasonable', 'actual', 'realistic', 'sensible', 'real', 'factual', 'believable', 'accurate', 'proven', 'open', 'sound', 'right', 'fair', 'correct', 'faithful', 'true', 'genuine', 'authentic', 'trustworthy', 'frank', 'sincere', 'valid', 'moral', 'honest', 'truthful', 'complete', 'unbroken', 'perfect', 'fixed', 'ample', 'sufficient', 'enough', 'adequate', 'flawless', 'faultless', 'reliable', 'working', 'OK', 'sure', 'definite', 'certain', 'light', 'distinct', 'clear', 'bright']",distorted,"['wry', 'curved', 'curving', 'devious', 'errant', 'gnarled', 'meandering', 'serpentine', 'sinuous', 'twisted', 'twisting', 'winding', 'abstract', 'distorted', 'excessive', 'extravagant', 'fabricated', 'false', 'farfetched', 'hyperbolic', 'inflated', 'magnified', 'melodramatic', 'overblown', 'overwrought', 'preposterous', 'pretentious', 'stylized', 'unrealistic', 'bogus', 'deceitful', 'dishonest', 'erroneous', 'fake', 'fanciful', 'faulty', 'fictitious', 'fraudulent', 'improper', 'inaccurate', 'incorrect', 'invalid', 'misleading', 'mistaken', 'phony', 'specious', 'spurious', 'unfounded', 'unreal', 'untrue', 'untruthful', 'broken', 'cracked', 'damaged', 'defective', 'deficient', 'flawed', 'imprecise', 'inadequate', 'incomplete', 'insufficient', 'leaky', 'malfunctioning', 'unreliable', 'blurred', 'dim', 'faint', 'foggy', 'hazy', 'misty', 'murky', 'obscure', 'unclear', 'vague']"
1539,[''],photoexcitons,['']
1540,"['mingle', 'join', 'uncover', 'gather', 'attach', 'desegregate', 'combine', 'link', 'couple', 'unite', 'connect']",island,"['archipelago', 'enclave', 'isle', 'islet', 'peninsula', 'reef', 'cushion', 'isolate', 'seclude', 'sequester', 'shield', 'wrap', 'confine', 'detach', 'disconnect', 'disengage', 'divide', 'insulate', 'remove', 'segregate', 'separate']"
1541,[''],cis,['']
1542,[''],pdtadbq,['']
1543,[''],pdtaabq,['']
1544,[''],azobenzene,['']
1545,[''],bead,"['dot', 'pellet', 'stone', 'bead', 'blotch', 'droplet', 'glob', 'splotch', 'balloon', 'blob', 'foam', 'froth']"
1546,[''],isomers,['']
1547,[''],swnt,['']
1548,[''],kraft,['']
1549,"['individual', 'divide', 'spread', 'separate', 'scatter', 'disperse', 'one']",cluster,"['array', 'assemblage', 'band', 'batch', 'bunch', 'bundle', 'chunk', 'clump', 'collection', 'knot', 'flock', 'gather', 'cluster', 'design', 'display', 'host', 'lineup', 'lot', 'multitude', 'pattern', 'supply', 'club', 'company', 'corps', 'crew', 'gang', 'gathering', 'party', 'troop', 'troupe']"
1550,[''],lindemann,['']
1551,[''],intermolecular,['']
1552,[''],totton,['']
1553,"['imbalance', 'disproportion', 'disorganization']",configurations,"['composition', 'contour', 'shape', 'structure', 'architecture', 'balance', 'beauty', 'configuration', 'content', 'design', 'distribution', 'formation', 'harmony', 'layout', 'rhythm', 'style', 'arrangement', 'construction', 'device', 'drawing', 'form', 'motif', 'painting', 'pattern', 'picture', 'portrait']"
1554,"['entrance', 'arrival', 'beginning', 'division', 'separation', 'good', 'happy', 'excellent', 'cheerful', 'wonderful', 'joyful', 'glad']",melting,"['departure', 'exodus', 'loss', 'removal', 'adjournment', 'demise', 'disbandment', 'overthrow', 'suspension', 'termination', 'dispersal', 'melting', 'amalgam', 'blend', 'blending', 'synthesis', 'cooking', 'warming', 'deplorable', 'feeble', 'heartbreaking', 'miserable', 'pitiful', 'poignant', 'woeful']"
1555,[''],σcnt,['']
1556,"['middle', 'finish', 'end', 'conclusion', 'death', 'ending', 'center']",threshold,"['brink', 'verge', 'control', 'criterion', 'guideline', 'measure', 'standard', 'birth', 'creation', 'dawn', 'inauguration', 'inception', 'introduction', 'onset', 'opening', 'outset', 'top', 'edge', 'entrance', 'line', 'outpost', 'fringe', 'periphery', 'threshold']"
1557,[''],filler,"['stuffing', 'mixture', 'layer', 'dressing', 'filling', 'accompaniment']"
1558,"['health', 'lot', 'entirety', 'whole']",dose,"['application', 'dosage', 'lot', 'measure', 'measurement', 'prescription', 'quantity', 'ache', 'condition', 'disease', 'disorder', 'flu', 'illness', 'malady', 'syndrome', 'chunk', 'dose', 'fragment', 'item', 'part', 'portion', 'sample', 'shard', 'slice', 'sliver', 'snippet', 'taste', 'trace', 'ammunition', 'ball', 'cartridge', 'pellet', 'projectile', 'rocket', 'round', 'shot', 'slug']"
1559,"['disenchant', 'dull', 'extinguish']",irradiated,"['brighten', 'flash', 'highlight', 'spotlight', 'ignite', 'kindle', 'shine']"
1560,"['dullness', 'dark']",ray,"['glimmer', 'light', 'radiation', 'bar', 'glow', 'laser', 'ray', 'shaft', 'beam', 'blaze', 'burst', 'flame', 'flare', 'glare', 'gleam', 'glint', 'glitter', 'reflection', 'spark', 'sparkle', 'vision', 'flicker', 'sheen', 'twinkle', 'hint', 'inkling', 'afterglow', 'bloom', 'blossom', 'brilliance', 'intensity', 'radiance', 'warmth']"
1561,[''],percolation,"['crack', 'exposure', 'flow', 'leakage', 'drainage', 'infiltration']"
1562,[''],monteiro,['']
1563,['unhealthy'],filling,"['dressing', 'layer', 'mixture', 'stuffing', 'size', 'filling', 'glowing', 'nourishing', 'robust', 'covering']"
1564,[''],ef,['']
1565,"['disorganization', 'lawlessness', 'yielding', 'submission', 'surrender', 'weakness', 'lose', 'follow', 'obey', 'miss', 'start', 'begin', 'unsettle', 'waver']",rules,"['decree', 'guideline', 'law', 'order', 'precedent', 'regulation', 'ruling', 'statute', 'test', 'control', 'power', 'government', 'administration', 'authority', 'domination', 'reign', 'sovereignty', 'regime', 'policy', 'practice', 'procedure', 'custom', 'run', 'lead', 'prevail', 'conduct', 'dominate', 'overrule', 'resolve', 'conclude', 'determine', 'hold', 'establish', 'find']"
1566,[''],golberg,['']
1567,[''],berthelot,['']
1568,[''],portugal,['']
1569,[''],gautam,['']
