,Carbon_SynAntList_Full_Refined,word 1,word 2,relationship,label
840,1047.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[-0.61617905  0.6784242  -3.0905263  -5.5006185  -1.653644   -0.4606368
 -0.0719527   2.1731706   0.7212388  -0.43027815  1.203059   -0.03722889
 -1.7428845  -2.350923    3.950856   -3.8410785   2.3254056   1.1318496
 -0.16976075 -3.8942125  -4.2903633   4.907128    0.8878612   6.3006883
  2.276799    1.535776   -0.88645345 -1.5465382   0.27591926  2.2399447
 -1.2066882   0.391373   -3.675912    4.6188393   1.9289143   0.11813717
 -3.7976947  -1.230454    3.838244   -0.5085689   5.1462736   0.6989358
  0.89932334 -1.3625604  -0.01734586 -1.304883    4.3436346  -4.9159346
  0.3589706   2.112633  ]",0,0
841,1048.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[-2.144818   -0.7579068  -2.9068012  -2.810441   -2.8737152  -2.21927
  0.16367683  0.83110684 -3.2844422  -0.185618    1.9568142  -0.17654712
 -3.6078131  -3.1757119   2.1444259  -1.6937425  -1.2102983  -0.29580668
 -0.67541784 -2.9588075  -2.4128315   6.9961042   0.4536211   4.3186603
  1.2924428  -2.587083   -1.7640233  -0.55235964  0.3644352  -1.3233576
  1.0399386  -5.1935725  -1.2644019   0.95221275 -2.1061668   1.8558161
  1.4141172   0.787854    0.89779735 -0.6564936   2.2544847  -0.98446995
 -0.81512123  1.3169326  -2.405349    0.06908286  6.6715665  -4.8429656
 -0.25288835 -1.465168  ]",0,0
842,1049.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[ 0.17523082 -0.16892134 -0.15638497 -0.75476706 -0.8329343  -0.35443786
  0.44498426 -0.17931318 -0.5075827  -0.08761689  0.37728804 -0.04583154
 -1.056092   -0.5578327   0.44958454 -0.01227693 -0.06113139  0.0260773
  0.44452828 -0.09618911 -0.31297866  1.4627513  -0.32349992  0.4812667
 -0.42636222 -0.1833875  -0.08544452 -0.53402436 -0.0155294  -0.24195749
  0.15428935 -0.6707999  -1.1380197  -0.29325226 -0.43382803 -0.04654303
  0.05394077  0.11138612  0.34549993  0.38759157  1.0307255   0.6222384
 -0.06367435  0.9703605  -0.5842358   0.09453084  0.527513   -0.7745369
 -0.32084227  0.04859346]",1,1
843,1050.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[-0.66053885 -0.15952265  0.9836871  -0.811768   -0.8358147  -1.0436819
  0.29943952  0.78696734 -0.7136635  -1.01762    -0.8902034  -1.5793672
  0.43417147 -0.38706222  1.012251   -0.7795295   1.4820875  -0.22792903
  1.0518961  -1.6074501  -0.80761486 -0.49760285 -1.4409745   2.506642
 -0.9870924   0.40883482  1.5567787  -1.5489035   1.211771   -0.7644859
 -0.5710685  -1.5893313   0.6693445   1.0770187   2.0647845   0.02161354
 -0.13940556 -0.5164837   0.90026665  0.7844787   0.74442124 -0.4010347
  0.9404995  -2.35268    -0.41287223 -0.3601142   1.4827135  -1.2393583
  0.14459968  0.5080787 ]",0,0
844,1052.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[ 0.6473801  -0.9907245  -4.1310406  -2.7638075  -1.8436625   0.9704242
 -0.4828993  -1.611543    3.125938   -0.77501297  2.3061457  -0.04718769
 -3.5549889   0.30765128  4.1118937  -2.6886709  -1.0814224  -0.64739096
 -0.5498469  -0.9286013  -2.881591    8.896515    0.23702188  3.014457
 -1.3442544  -2.1637368  -1.0931927   1.2345439  -1.328963   -2.060885
  3.4752595   1.8662716  -0.43890584 -3.5552704  -5.3299136   0.03433942
  1.0411307  -2.455115    0.9137959  -4.5520425   1.7755457   1.3224655
  3.607011    1.9760436  -0.6606638   1.0796505   7.4879484  -6.135861
  2.5673504  -0.11649915]",0,0
845,1053.0,"[ 2.2395039   3.5965807  -1.2376616   1.7468365  -3.1807044   1.6663435
 -2.0863445  -6.1954594   3.5108674   6.721271    2.5206852   2.130977
  2.6051412   4.4279904  -2.4078772   1.8280956  -6.2539835  -1.5596629
  0.7587798   1.9181657   1.6043621   0.19026087  3.4019425   2.2992506
  0.2812326   0.37319705  5.0699224   1.6392213   2.6245406   3.7503474
 -0.5573863   1.8348489   4.120001   -4.701589    0.9878739  -0.36407045
 -0.3355996  -5.731831    3.9466567  -6.4235077   2.9458573  -3.8856778
 -3.0618305   2.7806337   3.979798    0.05607657  4.654809    1.1819376
  3.5565372   5.752078  ]","[-1.096448    1.880548    7.2344203  -0.86773276 -2.7723706  -0.3802637
 -2.0243242  -3.206657    1.5503863  -0.2454485  -1.2418653   0.03332619
 -2.927523    5.546764    1.5541838   3.702944    1.2599887   2.6300128
  4.2138076   1.806574    4.401644   -4.810092    1.6499568  -0.32873577
 -0.12139564 -0.63549453 -1.0090295   5.632704   -0.00766566  0.21729185
  0.03584993 -2.0896168   5.231233   -5.4233313  -0.9510725   0.77131003
 -5.0349994   5.0115285  -1.9803956  -0.9796643   1.7040575  -2.781606
  0.54217035 -3.4679708  -3.9258037   3.382426    6.2096863  -0.17848739
  3.4758472   4.741884  ]",0,1
846,1054.0,"[ 2.2395039   3.5965807  -1.2376616   1.7468365  -3.1807044   1.6663435
 -2.0863445  -6.1954594   3.5108674   6.721271    2.5206852   2.130977
  2.6051412   4.4279904  -2.4078772   1.8280956  -6.2539835  -1.5596629
  0.7587798   1.9181657   1.6043621   0.19026087  3.4019425   2.2992506
  0.2812326   0.37319705  5.0699224   1.6392213   2.6245406   3.7503474
 -0.5573863   1.8348489   4.120001   -4.701589    0.9878739  -0.36407045
 -0.3355996  -5.731831    3.9466567  -6.4235077   2.9458573  -3.8856778
 -3.0618305   2.7806337   3.979798    0.05607657  4.654809    1.1819376
  3.5565372   5.752078  ]","[-1.3887818e+00 -9.9600583e-01  1.0990052e+01 -7.5607657e-01
 -2.5220945e+00 -1.1909140e+00 -4.1602569e+00 -1.1492409e+00
  7.0818124e+00  1.0762789e+00 -1.8791389e+00  6.0520899e-01
 -6.2223911e+00  3.7418156e+00  1.4538788e+00  3.4212139e+00
  4.9779267e+00  1.4633267e+00  6.7722783e+00  1.8524864e+00
  5.4713316e+00 -5.7614121e+00  1.2493664e+00  3.9755847e+00
 -3.9250234e-01  2.4057436e+00 -1.1538882e+00  6.9729552e+00
 -1.9584396e+00  2.6210213e-01  2.7557297e+00 -4.8457756e+00
  7.9704342e+00 -8.4990473e+00  1.5614906e-01 -1.0919311e+00
 -2.4781241e+00  7.6122403e+00  9.6936058e-03 -2.3017912e+00
 -2.0771983e+00 -3.2560728e+00  2.8128042e+00 -4.0993419e+00
 -7.9887905e+00  1.0456513e+00  7.7239089e+00 -4.9146530e-01
  5.6923766e+00  6.6199741e+00]",0,1
847,1055.0,"[ 2.2395039   3.5965807  -1.2376616   1.7468365  -3.1807044   1.6663435
 -2.0863445  -6.1954594   3.5108674   6.721271    2.5206852   2.130977
  2.6051412   4.4279904  -2.4078772   1.8280956  -6.2539835  -1.5596629
  0.7587798   1.9181657   1.6043621   0.19026087  3.4019425   2.2992506
  0.2812326   0.37319705  5.0699224   1.6392213   2.6245406   3.7503474
 -0.5573863   1.8348489   4.120001   -4.701589    0.9878739  -0.36407045
 -0.3355996  -5.731831    3.9466567  -6.4235077   2.9458573  -3.8856778
 -3.0618305   2.7806337   3.979798    0.05607657  4.654809    1.1819376
  3.5565372   5.752078  ]","[-1.7868011   6.5104003   1.1150603  -0.09494799 -1.1234765   2.4857967
  0.3645419  -5.109827    0.9264154   0.22355545 -0.26327023  1.1904554
  4.307878    5.1978025   0.19638899  2.0412045  -2.4497795   1.6264104
  4.3636923   3.4675298  -0.30025503 -1.6263148  -1.2515923   0.4516146
 -1.1528729  -2.600337    1.6441009   0.40385222  3.17174     0.48679426
  1.0228394   1.6901039   3.0765822   0.55658716 -1.6206154   3.2443368
 -5.5355816   1.8691115  -0.3949298  -2.8147905   1.8810333  -3.057539
  2.767651   -2.311129    0.44768533  1.1657104   4.720963   -4.489694
 -2.6732755   1.591642  ]",0,0
848,1056.0,"[ 2.2395039   3.5965807  -1.2376616   1.7468365  -3.1807044   1.6663435
 -2.0863445  -6.1954594   3.5108674   6.721271    2.5206852   2.130977
  2.6051412   4.4279904  -2.4078772   1.8280956  -6.2539835  -1.5596629
  0.7587798   1.9181657   1.6043621   0.19026087  3.4019425   2.2992506
  0.2812326   0.37319705  5.0699224   1.6392213   2.6245406   3.7503474
 -0.5573863   1.8348489   4.120001   -4.701589    0.9878739  -0.36407045
 -0.3355996  -5.731831    3.9466567  -6.4235077   2.9458573  -3.8856778
 -3.0618305   2.7806337   3.979798    0.05607657  4.654809    1.1819376
  3.5565372   5.752078  ]","[-1.2974792   1.3168876  -0.39632273 -1.139938   -0.85924876 -0.7304749
  0.2274511   0.54451716  0.6190412   0.7899712  -0.04770529  1.2351638
 -0.880457   -0.9988442   0.12930089 -1.0769356  -1.0338026   0.66598153
  0.29391235  0.5263565  -2.0467172   0.94910425 -0.44706652  1.4107866
  0.45495117 -1.4403957   2.1915047   1.0393451   1.2222159   0.27311492
 -0.34502137 -2.7860005   0.4035471   1.2018044  -0.6131554   1.5569618
 -0.3109717   2.0703537   1.096504   -2.387352    0.61979395 -2.1167476
 -0.76304    -2.306333   -0.374609    0.5205703   3.7810693  -3.5463655
  0.5061313   0.6353918 ]",0,0
849,1057.0,"[ 2.2395039   3.5965807  -1.2376616   1.7468365  -3.1807044   1.6663435
 -2.0863445  -6.1954594   3.5108674   6.721271    2.5206852   2.130977
  2.6051412   4.4279904  -2.4078772   1.8280956  -6.2539835  -1.5596629
  0.7587798   1.9181657   1.6043621   0.19026087  3.4019425   2.2992506
  0.2812326   0.37319705  5.0699224   1.6392213   2.6245406   3.7503474
 -0.5573863   1.8348489   4.120001   -4.701589    0.9878739  -0.36407045
 -0.3355996  -5.731831    3.9466567  -6.4235077   2.9458573  -3.8856778
 -3.0618305   2.7806337   3.979798    0.05607657  4.654809    1.1819376
  3.5565372   5.752078  ]","[-2.358358    2.62131     4.443757    3.7992957   0.40990475  0.5104634
 -4.391685   -3.1556625   3.8424656  -2.2137225  -1.5361358  -0.46835917
 -2.5179276   4.514179   -0.25432542  5.80837     3.6016088   0.8051593
  5.7833896   2.669502    6.091075   -3.4653447  -1.6022718   1.6241182
 -2.7142131  -0.57084465  3.6535232   3.5107899   0.5032941   0.25449225
  1.2003809   0.93762815  2.6638186  -6.876283    0.675056   -0.82641214
 -5.5088944   2.0459795  -2.6334584  -1.3146095  -0.3364583  -2.9556446
  1.0608808  -5.643038   -2.4466176  -0.22803047  6.76055    -0.4865256
  0.69811785  3.7281783 ]",0,1
850,1058.0,"[ 2.2395039   3.5965807  -1.2376616   1.7468365  -3.1807044   1.6663435
 -2.0863445  -6.1954594   3.5108674   6.721271    2.5206852   2.130977
  2.6051412   4.4279904  -2.4078772   1.8280956  -6.2539835  -1.5596629
  0.7587798   1.9181657   1.6043621   0.19026087  3.4019425   2.2992506
  0.2812326   0.37319705  5.0699224   1.6392213   2.6245406   3.7503474
 -0.5573863   1.8348489   4.120001   -4.701589    0.9878739  -0.36407045
 -0.3355996  -5.731831    3.9466567  -6.4235077   2.9458573  -3.8856778
 -3.0618305   2.7806337   3.979798    0.05607657  4.654809    1.1819376
  3.5565372   5.752078  ]","[ 7.5824660e-01  2.6495514e+00  2.5324972e+00 -9.0243153e-02
 -1.6707240e-01  1.3757515e+00  3.4243882e+00 -3.4073904e-01
 -1.4067987e+00 -2.3498027e+00 -3.1775663e+00 -1.6131946e+00
  8.0762498e-02  1.0950927e+00  3.2315323e-01 -4.3960384e-01
  3.2700658e-01 -1.0549396e+00 -1.3321687e+00  2.6763244e+00
  1.1533306e+00 -2.5319505e+00 -4.0760699e-01 -5.9871536e-01
 -1.6266730e+00  2.9048377e-01 -2.5957193e+00  7.9217625e-01
 -2.6908574e+00  1.0534626e+00 -1.6692302e+00  1.9305533e+00
  3.0789611e+00  2.3757808e+00 -1.5556208e+00  3.4914827e-01
 -2.0567486e+00  8.7381649e-01  4.0828753e+00 -1.5722512e+00
 -1.9723809e-01 -2.5794613e+00  1.2208766e+00 -5.0484985e-01
  9.8197210e-01 -4.6123815e+00  4.2374358e-03  7.6014924e-01
 -1.9140307e+00  3.3429463e+00]",0,1
851,1059.0,"[ 2.2395039   3.5965807  -1.2376616   1.7468365  -3.1807044   1.6663435
 -2.0863445  -6.1954594   3.5108674   6.721271    2.5206852   2.130977
  2.6051412   4.4279904  -2.4078772   1.8280956  -6.2539835  -1.5596629
  0.7587798   1.9181657   1.6043621   0.19026087  3.4019425   2.2992506
  0.2812326   0.37319705  5.0699224   1.6392213   2.6245406   3.7503474
 -0.5573863   1.8348489   4.120001   -4.701589    0.9878739  -0.36407045
 -0.3355996  -5.731831    3.9466567  -6.4235077   2.9458573  -3.8856778
 -3.0618305   2.7806337   3.979798    0.05607657  4.654809    1.1819376
  3.5565372   5.752078  ]","[-1.2664539   1.3258944  -0.6398437  -2.1390643  -0.63826907 -3.1005638
 -0.58919716  0.43228623  0.22400399 -0.260303   -1.5796326   1.2414097
 -0.58396685 -0.86644727 -0.17332901 -1.5167427   1.302455   -1.242077
  2.8984487   1.3726331  -1.717315    0.6259769  -2.620381    2.8680274
 -2.248174   -2.0983646   2.2536988   1.8639196  -0.36615214  0.3620123
 -2.2506127  -2.7794242   1.5607952   4.4217224  -0.89029586 -0.8948891
 -0.7462818   5.1228566   3.435701   -1.6983409   0.7917596  -4.055807
  0.51296735 -4.619383    1.4058071  -3.0408301   4.9638147  -1.7994508
  1.6325713   3.4494832 ]",0,0
852,1060.0,"[ 2.2395039   3.5965807  -1.2376616   1.7468365  -3.1807044   1.6663435
 -2.0863445  -6.1954594   3.5108674   6.721271    2.5206852   2.130977
  2.6051412   4.4279904  -2.4078772   1.8280956  -6.2539835  -1.5596629
  0.7587798   1.9181657   1.6043621   0.19026087  3.4019425   2.2992506
  0.2812326   0.37319705  5.0699224   1.6392213   2.6245406   3.7503474
 -0.5573863   1.8348489   4.120001   -4.701589    0.9878739  -0.36407045
 -0.3355996  -5.731831    3.9466567  -6.4235077   2.9458573  -3.8856778
 -3.0618305   2.7806337   3.979798    0.05607657  4.654809    1.1819376
  3.5565372   5.752078  ]","[-0.9350545   1.5825324   3.9047182  -0.44447064 -1.3872192   1.4000676
  0.06723893 -1.8375957   0.1592406  -0.27536282 -1.077597    1.4894773
 -0.7511673   1.3027188   1.010851    1.1326742  -0.04690653  2.1209393
  2.5244143   0.6672779   0.61836857  0.8829055  -0.04542468 -0.05967266
  0.26794118 -0.6645244  -0.63513625  1.1975886   0.56005275  0.44639242
  0.53371036 -0.3125834   0.24575067 -0.39275327 -0.8030037   1.3226732
 -2.8425736   2.0646431  -3.0780184  -2.1061933  -1.1015459  -1.6454978
 -0.21929115 -1.1957093  -0.31122506  0.41396418  3.3635306  -1.3845975
 -1.0329982   0.6467823 ]",0,0
853,1061.0,"[ 2.2395039   3.5965807  -1.2376616   1.7468365  -3.1807044   1.6663435
 -2.0863445  -6.1954594   3.5108674   6.721271    2.5206852   2.130977
  2.6051412   4.4279904  -2.4078772   1.8280956  -6.2539835  -1.5596629
  0.7587798   1.9181657   1.6043621   0.19026087  3.4019425   2.2992506
  0.2812326   0.37319705  5.0699224   1.6392213   2.6245406   3.7503474
 -0.5573863   1.8348489   4.120001   -4.701589    0.9878739  -0.36407045
 -0.3355996  -5.731831    3.9466567  -6.4235077   2.9458573  -3.8856778
 -3.0618305   2.7806337   3.979798    0.05607657  4.654809    1.1819376
  3.5565372   5.752078  ]","[ 1.4578527   2.8375125   3.4024403   1.7647878  -0.6931165   4.6033845
 -0.42637125 -3.4241583   1.987493   -1.0219043   0.91595864 -0.13337578
  2.5472093   2.106179   -0.3698266   4.5474253   0.39912528 -1.8765335
  1.9739945   2.500471    1.6308782  -1.9480423  -1.3403894   0.6776973
 -0.48536378  0.08667026  0.71967417  0.10992048  1.3487185  -0.74254215
  3.598486   -2.73864     1.0627515  -1.3223091  -0.55484515  2.462562
 -5.153245   -0.04617567  1.3981018  -3.2845323   0.30606967 -0.65702426
  1.3869902  -3.387498    2.1392765  -2.2448559   1.8789709   0.6736043
  2.012999    3.2796535 ]",0,1
854,1062.0,"[ 2.2395039   3.5965807  -1.2376616   1.7468365  -3.1807044   1.6663435
 -2.0863445  -6.1954594   3.5108674   6.721271    2.5206852   2.130977
  2.6051412   4.4279904  -2.4078772   1.8280956  -6.2539835  -1.5596629
  0.7587798   1.9181657   1.6043621   0.19026087  3.4019425   2.2992506
  0.2812326   0.37319705  5.0699224   1.6392213   2.6245406   3.7503474
 -0.5573863   1.8348489   4.120001   -4.701589    0.9878739  -0.36407045
 -0.3355996  -5.731831    3.9466567  -6.4235077   2.9458573  -3.8856778
 -3.0618305   2.7806337   3.979798    0.05607657  4.654809    1.1819376
  3.5565372   5.752078  ]","[-0.22218856  0.3200859   0.16940679 -0.20821981 -0.13773571  0.6120617
  0.07143454 -0.4106379  -0.18533437 -0.13036132 -0.01291797 -0.01275005
  0.15703875  0.20558263 -0.49671522  0.5125019  -0.23185459 -0.13084243
  0.49869928  0.42103925  0.0100822   0.12350421  0.01718996 -0.00489588
  0.24311425 -0.1794942   0.10832874  0.26386344 -0.09870424  0.22188246
  0.02832934 -0.14072587  0.01620477 -0.32990006 -0.13312578  0.08287495
 -0.16163102  0.14438315  0.4030876  -0.48035383  0.07119834 -0.28869426
  0.11575404 -0.43511966  0.32389933  0.0054013   0.17990242  0.05887308
  0.09186287  0.01878322]",0,0
855,1063.0,"[ 2.2395039   3.5965807  -1.2376616   1.7468365  -3.1807044   1.6663435
 -2.0863445  -6.1954594   3.5108674   6.721271    2.5206852   2.130977
  2.6051412   4.4279904  -2.4078772   1.8280956  -6.2539835  -1.5596629
  0.7587798   1.9181657   1.6043621   0.19026087  3.4019425   2.2992506
  0.2812326   0.37319705  5.0699224   1.6392213   2.6245406   3.7503474
 -0.5573863   1.8348489   4.120001   -4.701589    0.9878739  -0.36407045
 -0.3355996  -5.731831    3.9466567  -6.4235077   2.9458573  -3.8856778
 -3.0618305   2.7806337   3.979798    0.05607657  4.654809    1.1819376
  3.5565372   5.752078  ]","[-0.7754911   2.5443292   1.39999     0.18399052 -1.5429167   1.3269818
  0.9035117  -2.0912251  -3.9888067  -0.5979767  -0.55094457 -0.94770306
 -0.2607552   1.9585886   1.4855518   1.5402212  -0.8291177  -0.8982609
  0.6857373   2.3311672   0.10870067 -0.04862749  1.0294954  -0.99779016
 -1.6188122   0.54189885 -0.72412956 -0.50021714  0.43737757  0.9356626
 -1.3673593  -0.38277647  2.1184564  -0.3279566  -1.9516128  -1.4284079
 -1.3818285  -0.7267809   2.4211974  -1.2846434   1.227913   -1.8818431
  1.6769812  -1.5042377   1.942581   -2.0795906   1.264143   -1.7314837
 -0.17138089  2.339298  ]",0,0
856,1064.0,"[ 2.2395039   3.5965807  -1.2376616   1.7468365  -3.1807044   1.6663435
 -2.0863445  -6.1954594   3.5108674   6.721271    2.5206852   2.130977
  2.6051412   4.4279904  -2.4078772   1.8280956  -6.2539835  -1.5596629
  0.7587798   1.9181657   1.6043621   0.19026087  3.4019425   2.2992506
  0.2812326   0.37319705  5.0699224   1.6392213   2.6245406   3.7503474
 -0.5573863   1.8348489   4.120001   -4.701589    0.9878739  -0.36407045
 -0.3355996  -5.731831    3.9466567  -6.4235077   2.9458573  -3.8856778
 -3.0618305   2.7806337   3.979798    0.05607657  4.654809    1.1819376
  3.5565372   5.752078  ]","[-0.06525098  0.4316446   0.11539255  0.22632068  0.27372676 -0.00187001
 -0.10320509 -0.2001964  -0.11093383 -0.0624483  -0.06738697  0.2415847
 -0.38198227  0.4108391   0.1134212   0.11684201 -0.02162661  0.20975237
  0.02130097 -0.4324413   0.49210104 -0.21281196 -0.13757035  0.16753398
 -0.42492157  0.09773733  0.22434431  0.09188985  0.29622197 -0.10396306
  0.07850089 -0.20927224  0.21503928 -0.6026228  -0.20706978  0.16187878
 -0.19865552  0.3628917  -0.41844937 -0.25880498  0.28665057 -0.40868816
 -0.14826123 -0.36193195  0.1001353   0.13183449  0.24715653  0.35588506
  0.22582322  0.06344507]",0,1
